Name,Title,Location,Profile Link,Rating,Price,Degree
Dr. Rachel B.,Partnerships Manager | Business Development Expert | PhD in Plant Science,Canada,,★★★★★,USD 100/hr,N/A
Dr. Zainab S.,"PharmD and pharmacology Ph.D. candidate, passionate about communicating medical data in a clear and concise manner,.",Turkey,,★★★★★,USD 30/hr,N/A
Dr. Iulia M.,Licensed Veterinarian. Veterinary Malpractice and Negligence Consultant.,Romania,,★★★★★,USD 80/hr,N/A
Dr. Juan J.,Statistician & Data Analyst.R & Phyton & C++. 30+ years as researcher & consulting. 18+ projects conducted in Kolabtree,Spain,,★★★★★,USD 60/hr,N/A
Dr. Clifford S.,"Life sciences research and development experimentalist and problem-solver, specialized in breaking through.",United States,,★★★★★,USD 80/hr,N/A
Dr. Dr. Swati S.,Food and dairy Technologist | Food Scientist | 10+ years Product Development experience | Freelance Consultant | Sauces,India,,★★★★★,USD 100/hr,N/A
Dr. Chamseddine K.,"Freelance Bioinformatics&Computational analysis | Expert in ChIP&ATAC-seq, microarrays, ontologies & biological network",Sweden,,★★★★★,N/A,N/A
Dr. Samujjala D.,Dermatologist | Medical Writer | Healthcare Advisor and Consultant with 10+ years experience | 25+ Publications,India,,★★★★★,USD 50/hr,N/A
Dr. Nare S.,"More than 10 years of experience as Regulatory Affairs Specialist, Medical and Scientific Writer, Clinical Trial Consult",Armenia,,★★★★★,USD 50/hr,N/A
Dr. Sachin G.,My expertise in the field of design of experiments for planning and analysis of experiments in various fields.,India,,★★★★★,USD 50/hr,N/A
Dr. Débora B.,Scientific Writer/Proofreader | Postdoctoral researcher at Federal University of Afenas,Brazil,,★★★★★,USD 150/hr,N/A
Dr. Imtiaz A.,Reaction kinetics and thermodynamics expert,Saudi Arabia,,★★★★★,USD 100/hr,N/A
Dr. Nicholas M.,"Consultant: Management (Organizational Behavior & Human Resource Management), Statistics, and Epidemiology/Public Health",United States,,★★★★★,USD 100/hr,N/A
Dr. Loriana V.,Life Science PhD with medical writing experience working at UCL in the field of Stem Cells and Regenerative Medicine,United Kingdom,,★★★★★,USD 80/hr,N/A
Dr. Md. Abdur R.,"Expertise in food colloids, food structuring, smart delivery systems, emulsion stabilization, and protein-ligand binding",United States,,★★★★★,USD 70/hr,N/A
Dr. Victoria O.,Freelance Sociologist & Data Analyst | Expert in R & SPSS STATA nVivo RedCap,Canada,,★★★★★,USD 50/hr,N/A
Dr. Ryan B.,N/A,United States,,★★★★★,USD 120/hr,N/A
Dr. Dillon H.,Research quantitative (data) analyst,Canada,,★★★★★,USD 200/hr,N/A
Dr. Eliana I.,Biostatistician | Associate Professor | Statistical Consultant,Albania,,★★★★★,USD 70/hr,N/A
Dr. Edna N.,Experienced Food and Nutritional Scientist with a strong Research and Application Background,United Kingdom,,★★★★★,USD 30/hr,N/A
Dr. Marcio A.,Bioinformatics Specialist- Associated Professor at UTRGV School of Medicine,United States,,★★★★★,USD 125/hr,N/A
Dr. Joseph A.,Mathematician | Data Scientist | Machine learning | Biostats | Expert in R & SPSS with 10+ yrs of experience in research,Nigeria,,★★★★★,USD 30/hr,N/A
Dr. Sojib Z.,Medical and Public Health Professional with 10+ years of research experience and 100+ publications,United States,,★★★★★,USD 25/hr,N/A
Dr. Ilana G.,Medical and Scientific Writer with Broad Research and Writing Experience,United States,,★★★★★,USD 110/hr,N/A
Dr. Shiv K. S.,"An experienced biochemist, protein scientist and structural biologist with over 8 years of experience.",Finland,,★★★★★,USD 50/hr,N/A
Dr. Anna M.,MD with Ph.D (infectious Diseases area) Master of Public Health with over 10 years of experience in healthcare research,Armenia,,★★★★★,USD 50/hr,N/A
Dr. Elnivan M.,"Freelance Statistician & Data Analyst | Expert in SPSS, AMOS, SmarPLS, MatLab & RapidMiner",Brazil,,★★★★★,USD 40/hr,N/A
Dr. Alejandro Y.,"Analytical Research and Development Scientist, with 10+ years of experience in Chemistry",Brazil,,★★★★★,USD 50/hr,N/A
Dr. Mahmoud D.,"Health planning, Health information system, Public health, Research , Management, Accreditation, medical writer",United Arab Emirates,,★★★★★,USD 80/hr,N/A
Dr. Mutai K.,Biostatistician/Modeller | 14 years experience working in health research & government agencies | Expert in R/SAS/Matlab,United Kingdom,,★★★★★,USD 70/hr,N/A
Dr. Happiness K.,Educationist| Administrator| Academic Writer| Qualitative Researcher,United Kingdom,,★★★★★,USD 55/hr,N/A
Dr. Nadir A.,Expert in Optics and Photonics | Integrated Photonics Design | EPDA Tools,India,,★★★★★,USD 35/hr,N/A
Dr. Megan M.,"Director, Science Communication at International Food Information Council Foundation",United States,,★★★★★,USD 250/hr,N/A
Dr. Elizabeth V.,Freelance Neuroscientst & Data Analyst | Expert in R,United States,,★★★★★,USD 40/hr,N/A
Dr. Michael P.,Statistics | Data Analysis | Life Science | Genomics | Proteomics,Germany,,★★★★★,USD 50/hr,N/A
Dr. Allysson A.,"Senior Bioinformatician | Expert in human evolution, medical and population genetics",Brazil,,★★★★★,USD 280/hr,N/A
Dr. Shruti Y.,N/A,United States,,★★★★★,USD 30/hr,N/A
Dr. Zaki U.,Life Sciences Research | Data analysis SPSS Manuscript Write-up | Medical Write-up | RCT & clinical study design | PCR,Pakistan,,★★★★★,USD 50/hr,N/A
Dr. Josué J.,"Healthcare, Tissue Engineering, Precision Medicine, and Data Science Innovator | Consultant",Mexico,,★★★★★,USD 100/hr,N/A
Dr. Ali N.,Aerospace Consultant | STEM Educator | Former SGAC Chair,Canada,,★★★★★,USD 100/hr,N/A
Dr. Marcus L.,"Data Scientist and Statistician | Expert in AI solutions, Data Visualisation and Presentation",United Kingdom,,★★★★★,USD 40/hr,N/A
Dr. Rebecca L B.,PhD | Molecular Biology | 12 Years in Biomedical Research | Academic Writing | Biotechnology,United States,,★★★★★,USD 20/hr,N/A
Dr. Matthew L.,Exercise physiologist and nutritionist with established publication portfolio and 7+ years of research experience.,Canada,,★★★★★,USD 55/hr,N/A
Dr. Ajay S.,Freelance Nanomaterials Expert | Electrocatalysis | CO2 to Chemicals | Green Hydrogen with 8+ years' exp,India,,★★★★★,USD 50/hr,N/A
Dr. Arezou I.,"Freelance Editor/Reviewer/Researcher. Materials Scientist with 4 patents and 26 publications, Expert in Metals/Ceramics",United Kingdom,,★★★★★,USD 120/hr,N/A
Dr. Habib N.,Senior Researcher and Academic Writing Specialist (Health Sciences),South Africa,,★★★★★,USD 30/hr,N/A
Dr. Shivank K.,10+ Years of Experience in Clinical Research I Medical Doctor I Neuroscientist I Machine Learning Researcher,United Kingdom,,★★★★★,USD 50/hr,N/A
Dr. Dr. Rajasekhar Reddy Alavala M.,Medicinal/Computational chemistry/Pharmacology/Analytical Chemistry - consultant for Scientific research & reports,India,,★★★★★,USD 20/hr,N/A
Dr. Michael L.,PhD expert in Engineerinr| Expert in Statistical analysis| Programming Expert,United States,,★★★★★,USD 50/hr,N/A
Dr. Yang G.,Experienced Drug Discovery Scientist | Expert in Oncology & Inflammatory Diseases | Project Management,United States,,★★★★★,USD 80/hr,N/A
Dr. Syeda K.,Doctor of Philosophy (Ph.D.) Organic Chemistry,Pakistan,,★★★★★,USD 50/hr,N/A
Dr. Kiran Kumar M.,"Materials and Data Scientist - Consultant for Chemicals, Polymers, Graphene, Water filtration, Data Science & ML models",India,,★★★★★,USD 50/hr,N/A
Dr. Feras A.,"Postdoctoral Researcher in Geometric Deep Learning. Expertise in computer vision, machine learning.",Greece,,★★★★★,USD 120/hr,N/A
Dr. Mohammad Rifat H.,"PhD-trained Health Services Researcher with experience in writing, study design, data analysis, grant-writing, editing",United States,,★★★★★,USD 100/hr,N/A
Dr. Faraha J.,Medical writer with 6+ years of experience in clinical research,India,,★★★★★,USD 40/hr,N/A
Dr. Gbolade K.,Animal Scientist | Research Writer | Proofreader | Editor | Freelancer,Nigeria,,★★★★★,USD 25/hr,N/A
Dr. Pedro G.,Enthusiastic scientist | Fungal biologist | Freelance scientific editor | Global experience | Reach out to learn more,Taiwan,,★★★★★,USD 150/hr,N/A
Dr. Alejo A.,Research assistant | Chemical Engineering,Argentina,,★★★★★,USD 20/hr,N/A
Dr. Jeremiah K.,"I am an experienced researcher and consultant with expertise in SPSS, Excel, R, and SAS data analysis.",Kenya,,★★★★★,USD 30/hr,N/A
Dr. Ranimol P.,Clinical researcher/ Scientific writer/Expert in dentistry with 15+ years of experience,India,,★★★★★,USD 70/hr,N/A
Dr. Olivia L.,"MD, PhD. Neuroscientist (PhD) with 12+ years of research experience, resident physician in psychiatry",Israel,,★★★★★,USD 400/hr,N/A
Dr. Shipra R.,"Scientific and medical affairs strategy and communications- Dermatology, Immunology, Cancer Biology",United States,,★★★★★,USD 150/hr,N/A
Dr. Yakov V.,"PhD in Molecular Biology (2007; Univ IL Chicago). Expertise: NGS, variant analysis for WES, molcell biology",Ukraine,,★★★★★,USD 50/hr,N/A
Dr. Anna S.,"Epidemiologist | Expert in Evidence-Based Review, Experience in Health Data Analysis and modelling",United Kingdom,,★★★★★,USD 150/hr,N/A
Dr. Qurrat U.,"Bioengineer, Nanomedicine Scientist, Pharmacist, Sci_Communicator",Canada,,★★★★★,USD 50/hr,N/A
Dr. MANOJ KUMAR M.,"PhD in Pharmaceutical Sciences; Medicinal Chemist, Drug Design, Medical writing, Editing, proofreading, 15 years exp.",India,,★★★★★,USD 40/hr,N/A
Dr. Kingsley U.,Senior Lead at Redfox Analytica,Nigeria,,★★★★★,USD 50/hr,N/A
Dr. Sushma P.,"Biotechnologist, Molecular Biologist, Scientific Article Writer of Biological Sciences.",Nepal,,★★★★★,USD 20/hr,N/A
Dr. Lekha A.,"Bioscience researcher & literature analyst, expertise in cell culture, immunology, cell based assays, dermal formulations",India,,★★★★★,USD 50/hr,N/A
Dr. Pius E.,"Freelance Data Analyst | Expert in R, STATA. Epidemiologist with 10+ years experience in animal & public health research",United States,,★★★★★,USD 100/hr,N/A
Dr. Jing-He Y.,Expert and professor in catalysis，electrochemical catalysis research,China,,★★★★★,USD 36/hr,N/A
Dr. Ahmed B.,"Medical Doctor with 10+ years of experience in clinical research, medical writing. Biostatistics Expert incl. SPSS",Pakistan,,★★★★★,USD 30/hr,N/A
Dr. Fazal J.,"Biomedical Scientist with experience in Molecular Genetics, Immunogenetics, and Molecular Biology",Pakistan,,★★★★★,USD 50/hr,N/A
Dr. Daria C.,"I am a Plant Physiologist and Scientific Illustrator, always ready to spread science into the world :)",Sweden,,★★★★★,USD 150/hr,N/A
Dr. VVSP P.,"Virus, virology, vaccine, recombinant DNA technology, bacteriophage",India,,★★★★★,USD 25/hr,N/A
Dr. Oindrila G.,"Physicist interested in gravity, fluid dynamics, analogue models of gravity, cosmology, enjoy scientific writing.",N/A,,★★★★★,USD 50/hr,N/A
Dr. Barbora V.,Freelance Medical Writer,Norway,,★★★★★,USD 80/hr,N/A
Dr. Animesh A.,Freelance Data Scientist I Biomarker Discovery and Statistical Bioinformatics | Expert in R,United Kingdom,,★★★★★,USD 70/hr,N/A
Dr. Zarrin B.,Academic writer | editor | data analyst | illustrator with 5+ years of research experience,Pakistan,,★★★★★,USD 80/hr,N/A
Dr. Sikandar S.,12+ years of review writings expertise | scripted 25+ reviews for clients | plant biologist | ecology | chemistry,Italy,,★★★★★,USD 45/hr,N/A
Dr. Deepa S.,Innovative Chemical Engineer | Material Science Expert | Polymer Development Consultant | CPG Product Formulator,United States,,★★★★★,USD 299/hr,N/A
Dr. Vladimir J.,"Scientific writer and consultant with more than 20 years of experience in writing, research and project management.",Germany,,★★★★★,USD 50/hr,N/A
Dr. Fabian V.,Researcher & Writer,Canada,,★★★★★,USD 40/hr,N/A
Dr. Aritra G.,"Versatile Mechanical Engineer (PHD) with experience in heat transfer, micro fluidics and lab on a chip applications.",United States,,★★★★★,USD 60/hr,N/A
Dr. Mohammed M.,"Senior Medical Writer, Research Coordinator & Academic Editor",India,,★★★★★,USD 25/hr,N/A
Dr. Atmika P.,Registered Pharmacist/Research Scientist working on novel therapeutic approaches to combat infections.,United States,,★★★★★,N/A,N/A
Dr. Kingsley O.,"Scientist with 15 years of R&D experience in computational physics & chemistry, materials science and engineering",South Africa,,★★★★★,USD 200/hr,N/A
Dr. Marriya S.,"Environmental Sciences, Ecotoxicology, Environmental Health and Monitoring, Zebrafish Research, Soil chemistry",Pakistan,,★★★★★,USD 20/hr,N/A
Dr. M. A N.,Consultant - Biomedical Textiles | Biopolymers | Nanocomposites | Nanocomposites | Biomimetics,Malaysia,,★★★★★,USD 77/hr,N/A
Dr. Anish M.,Freelance Statistician & Data Scientist | Expert in R & Python | Experienced in Biostatistics Research,United States,,★★★★★,USD 40/hr,N/A
Dr. Arup G.,https://arup.dev,Norway,,★★★★★,USD 25/hr,N/A
Dr. Martina T.,"PhD in Health and Technology, Senior molecular and computational biologist.",Italy,,★★★★★,USD 30/hr,N/A
Dr. Marcela C.,"MD, PhD",United States,,★★★★★,N/A,N/A
Dr. Evans A.,Medical writer with 6+ years of experience in research and writing,Kenya,,★★★★★,USD 40/hr,N/A
Dr. Cristina C.,"Neuroscientist, 27 years in Pharma pre-clinical reasearch, drug discovery, in vitro, ex vivo, in vivo models",France,,★★★★★,USD 100/hr,N/A
Dr. Gopal R.,Scientific Writer and Editor,United States,,★★★★★,USD 50/hr,N/A
Dr. Alex J.,"PhD in Atmospheric Chemistry | Data Science w/ R, Environmental Chemistry, Science Writing, Nuclear",United States,,★★★★★,USD 150/hr,N/A
Dr. Seetesh P.,Spacecraft/Orbital dynamics expert. Physics and Computational physics consultant and scientific writer.,India,,★★★★★,USD 50/hr,N/A
Dr. Deborah P.,Freelance Researcher & Data Analyst | Expert in SPSS & APA,United States,,★★★★★,USD 50/hr,N/A
Dr. Sree G.,"Computational biology expert with focus of drug repurposing, data analysis and neurosciences",India,,★★★★★,USD 30/hr,N/A
Dr. Tânia P.,"Chemistry PhD / Mass Spectrometry Expert for 15+ years / Focus on metabolomics, lipidomics and method development.",Brazil,,★★★★★,USD 50/hr,N/A
Dr. Denis B.,Biomedical Researcher & Cancer biologist | Expert in Molecular & Cell biology | 12+ years research/publishing experience,Estonia,,★★★★★,USD 30/hr,N/A
Dr. Erica T.,"Public Health Professional, Veterinarian, Scientific Writer, & Researcher pursuing a One Health Niche",United States,,★★★★★,USD 110/hr,N/A
Dr. Nisha A.,Food Technologist | QFS Professional,India,,★★★★★,USD 40/hr,N/A
Dr. Salvador C.,Dr. Salvador Camacho is a multidisciplinary professional in public health focused on NCDs prevention,Switzerland,,★★★★★,USD 150/hr,N/A
Dr. Renu T.,"Freelance medical writer and doctor of medicine with specialization in Neuroscience, Psychiatry, and Pharmacology.",India,,★★★★★,USD 50/hr,N/A
Dr. Abdul H.,Qualitative & Quantitative Data Analyst | PhD Research Projects Expert | 15+ years of experience,Pakistan,,★★★★★,USD 100/hr,N/A
Dr. Thor N.,Medical Consultant with 25+ years generating medical information for mutually agreed projects within the health area.,Mexico,,★★★★★,USD 45/hr,N/A
